"ONTOLOGY"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0007015"	"BP"	"GO:0007015"	"actin filament organization"	"43/1074"	"464/18870"	0.00115830817726453	0.0212954440685382	0.0182798137930858	"WAS/ELN/ITGB5/JAK2/SH3BP1/CORO1A/PFN1/ACTR3/WIPF1/PLEK/RND3/TGFB3/RHOQ/SORBS3/PTK2B/RAC2/MYO5C/LCP1/LIMD2/RDX/ACTR2/RHOF/PSTPIP1/SSH2/MYO1F/RHOB/ADD3/ALDOA/RHOC/NOSTRIN/ARHGAP25/SHROOM1/HSP90B1/CORO6/MTSS1/RHOD/HCLS1/WASH6P/EVL/MYO6/CD47/AIF1/EMP2"	43
"GO:0042531"	"BP"	"GO:0042531"	"positive regulation of tyrosine phosphorylation of STAT protein"	"11/1074"	"66/18870"	0.00115869687429804	0.0212954440685382	0.0182798137930858	"FYN/JAK2/CD40/IFNG/IL21/IL18/IL12A/HCLS1/HDAC2/LYN/CCL5"	11
"GO:0061180"	"BP"	"GO:0061180"	"mammary gland epithelium development"	"11/1074"	"66/18870"	0.00115869687429804	0.0212954440685382	0.0182798137930858	"PGR/ESR1/JAK2/GATA3/CCND1/PRLR/MED1/TBX3/BRCA2/AR/ROBO1"	11
"GO:0043029"	"BP"	"GO:0043029"	"T cell homeostasis"	"9/1074"	"47/18870"	0.00116401871140674	0.0213393656967715	0.0183175157157603	"CORO1A/JAK3/IL2RA/ZC3H8/GPR174/CCNB2/AIM2/IL7R/LGALS9"	9
"GO:0007093"	"BP"	"GO:0007093"	"mitotic cell cycle checkpoint signaling"	"18/1074"	"142/18870"	0.00118264524048904	0.0216263619605006	0.0185638706752247	"TRIP13/GTSE1/BIRC5/CCND1/TTK/CDC20/CCNB1/NUF2/INCENP/RPL26/MAD2L1/PLK1/BUB1/CDK1/RAD9A/NABP1/MUC1/BLM"	18
"GO:0000082"	"BP"	"GO:0000082"	"G1/S transition of mitotic cell cycle"	"27/1074"	"252/18870"	0.00120182466370155	0.0219220047679696	0.0188176477484994	"DBF4/E2F2/PKD1/GTSE1/RBL1/CDKN3/PIM2/CCNE1/CDK6/EZH2/CCL2/CCND1/E2F3/STIL/RDX/CTDSP1/CCNA2/SKP2/CDKN2A/RPL26/CDK1/RRM2/CRLF3/MUC1/EIF4EBP1/AIF1/E2F4"	27
"GO:0061900"	"BP"	"GO:0061900"	"glial cell activation"	"10/1074"	"57/18870"	0.00128063316180364	0.0232805721912256	0.0199838295591508	"TYROBP/IFNGR1/PTPRC/JAK2/CTSC/IFNG/C1QA/MAPT/AIF1/CCL3"	10
"GO:1903900"	"BP"	"GO:1903900"	"regulation of viral life cycle"	"18/1074"	"143/18870"	0.00128270258981609	0.0232805721912256	0.0199838295591508	"EIF2AK2/PABPC1/OAS1/IFIH1/APOBEC3A/APOBEC3F/MX1/IFI16/LGALS9/CXCL8/ISG20/CD28/CIITA/KPNA2/PLSCR1/TRIM59/APOBEC3G/CCL5"	18
"GO:0007584"	"BP"	"GO:0007584"	"response to nutrient"	"19/1074"	"155/18870"	0.00131262064991718	0.0237643111693961	0.020399066659488	"F7/CD40/SLC6A4/COL1A1/SOD2/STC2/STAT1/IGFBP2/MED1/RARA/BRIP1/PIM1/IGF1R/VCAM1/CYBB/C2/MN1/CXCL10/TYMS"	19
"GO:0140374"	"BP"	"GO:0140374"	"antiviral innate immune response"	"9/1074"	"48/18870"	0.00136144873976502	0.0245871561489077	0.0211053892399252	"EIF2AK2/OAS1/IFIH1/IFIT3/ZBP1/MX1/ZDHHC1/CXCL10/ZDHHC11"	9
"GO:0033627"	"BP"	"GO:0033627"	"cell adhesion mediated by integrin"	"13/1074"	"88/18870"	0.00137637488212663	0.0247951890893999	0.0212839628072473	"ITGB5/PIK3CG/LPXN/ITGB6/ITGA4/PDE3B/CXCL13/NPNT/MUC1/ITGBL1/CD3E/LYN/CCL5"	13
"GO:0071887"	"BP"	"GO:0071887"	"leukocyte apoptotic process"	"16/1074"	"121/18870"	0.00138724459999573	0.0249292992562196	0.0213990817439238	"EBF4/JAK3/GLI3/CD274/IDO1/IL2RA/CTSL/ZC3H8/CDKN2A/CD3G/IL7R/LGALS9/HCLS1/HCAR2/LYN/CCL5"	16
"GO:0042116"	"BP"	"GO:0042116"	"macrophage activation"	"15/1074"	"110/18870"	0.00141333364242899	0.0253355720433453	0.0217478225766556	"TYROBP/SLC11A1/IFNGR1/CD84/PTPRC/JAK2/CTSC/IFNG/NMI/HAVCR2/C1QA/MAPT/PLCG2/AIF1/CCL3"	15
"GO:0050792"	"BP"	"GO:0050792"	"regulation of viral process"	"20/1074"	"168/18870"	0.00142600470607867	0.0254999072502225	0.021888886410389	"EIF2AK2/PABPC1/OAS1/TRIM14/IFIH1/STAT1/APOBEC3A/APOBEC3F/MX1/IFI16/LGALS9/CXCL8/ISG20/CD28/CIITA/KPNA2/PLSCR1/TRIM59/APOBEC3G/CCL5"	20
"GO:0042509"	"BP"	"GO:0042509"	"regulation of tyrosine phosphorylation of STAT protein"	"12/1074"	"78/18870"	0.00145266400101625	0.0259129622534222	0.0222434490351688	"FYN/JAK2/CD40/IFNG/IL21/IL18/IL12A/PTPN2/HCLS1/HDAC2/LYN/CCL5"	12
"GO:0045591"	"BP"	"GO:0045591"	"positive regulation of regulatory T cell differentiation"	"6/1074"	"23/18870"	0.0014645709961258	0.025966044633542	0.0222890144632088	"IL4I1/IFNG/IL2RG/LGALS9/LILRB4/HLA-DRA"	6
"GO:0000302"	"BP"	"GO:0000302"	"response to reactive oxygen species"	"23/1074"	"205/18870"	0.00146666333906486	0.025966044633542	0.0222890144632088	"FYN/HMOX1/MMP9/STK24/MAPK3/EZH2/COL1A1/SOD3/SOD2/ECT2/STAT1/TNFAIP3/PTK2B/APOE/H19/PCNA/RHOB/MPV17L/NCF1/CDK1/MAPT/HDAC2/AQP1"	23
"GO:0031663"	"BP"	"GO:0031663"	"lipopolysaccharide-mediated signaling pathway"	"10/1074"	"58/18870"	0.00146991074320133	0.025966044633542	0.0222890144632088	"MAPK3/TNFAIP3/CD180/PTPN22/PRKCA/SCIMP/SIGIRR/PLCG2/CARD16/LYN"	10
"GO:0070231"	"BP"	"GO:0070231"	"T cell apoptotic process"	"10/1074"	"58/18870"	0.00146991074320133	0.025966044633542	0.0222890144632088	"EBF4/JAK3/GLI3/CD274/IDO1/IL2RA/ZC3H8/IL7R/LGALS9/CCL5"	10
"GO:2001235"	"BP"	"GO:2001235"	"positive regulation of apoptotic signaling pathway"	"18/1074"	"145/18870"	0.0015045020291621	0.0265127500441688	0.022758301371421	"PTPRC/JAK2/CTSC/TNFSF10/EEF1E1/SERINC3/CTSL/ITM2C/SKIL/BMPR1B/S100A8/RPL26/ATF3/CTSS/S100A9/RAD9A/PTPN2/LTB"	18
"GO:0051346"	"BP"	"GO:0051346"	"negative regulation of hydrolase activity"	"24/1074"	"218/18870"	0.00151820929234138	0.0266125645383162	0.0228439812173539	"PLAUR/CD44/PICALM/MMP9/IKBKB/GAPDH/CSTA/SH3BP4/APOC1/RDX/NEIL1/ECM1/GZMA/APOA2/CSTB/IFI16/CST2/SIAH2/SERPINA11/CARD16/SERPINB5/KLRK1/PLIN5/AQP1"	24
"GO:0034393"	"BP"	"GO:0034393"	"positive regulation of smooth muscle cell apoptotic process"	"5/1074"	"16/18870"	0.0015247924446933	0.0266125645383162	0.0228439812173539	"IFNG/SOD2/E2F3/CDKN2A/IL12A"	5
"GO:0051770"	"BP"	"GO:0051770"	"positive regulation of nitric-oxide synthase biosynthetic process"	"5/1074"	"16/18870"	0.0015247924446933	0.0266125645383162	0.0228439812173539	"JAK2/NAMPT/CCL2/IFNG/STAT1"	5
"GO:0070230"	"BP"	"GO:0070230"	"positive regulation of lymphocyte apoptotic process"	"5/1074"	"16/18870"	0.0015247924446933	0.0266125645383162	0.0228439812173539	"CD274/IDO1/ZC3H8/LGALS9/CCL5"	5
"GO:0044703"	"BP"	"GO:0044703"	"multi-organism reproductive process"	"23/1074"	"206/18870"	0.00156447146524286	0.0272397687177931	0.0233823675301344	"PRDM1/TRO/PGR/ESR1/PCSK5/MMP9/MAGED2/SLC6A4/PRLR/STC2/IGFBP2/IGFBP5/TGFB3/MED1/IDO1/RARA/HAVCR2/HSPG2/GJA1/TPPP3/LGALS9/AR/EMP2"	23
"GO:0036230"	"BP"	"GO:0036230"	"granulocyte activation"	"9/1074"	"49/18870"	0.00158495941962207	0.0274650825143081	0.0235757748257067	"TYROBP/CCR2/CXCL6/ANXA3/IL18/FCER1G/CXCL8/CCL5/CCL3"	9
"GO:2000404"	"BP"	"GO:2000404"	"regulation of T cell migration"	"9/1074"	"49/18870"	0.00158495941962207	0.0274650825143081	0.0235757748257067	"CORO1A/CCL20/ITGA4/CCR2/ECM1/CXCL13/CXCL10/AIF1/CCL5"	9
"GO:0033260"	"BP"	"GO:0033260"	"nuclear DNA replication"	"8/1074"	"40/18870"	0.00161618631162386	0.0277419905094303	0.0238134701079633	"DBF4/PCNA/DNA2/BRCA2/CDT1/FEN1/BLM/DACH1"	8
"GO:0042307"	"BP"	"GO:0042307"	"positive regulation of protein import into nucleus"	"8/1074"	"40/18870"	0.00161618631162386	0.0277419905094303	0.0238134701079633	"JAK2/GLI3/IFNG/ECT2/ZIC1/CDK1/JUP/HCLS1"	8
"GO:0043368"	"BP"	"GO:0043368"	"positive T cell selection"	"8/1074"	"40/18870"	0.00161618631162386	0.0277419905094303	0.0238134701079633	"PTPRC/CTSL/IRF4/BATF/CD3G/CD3D/PTPN2/CD3E"	8
"GO:0045730"	"BP"	"GO:0045730"	"respiratory burst"	"8/1074"	"40/18870"	0.00161618631162386	0.0277419905094303	0.0238134701079633	"SLC11A1/PIK3CG/RAC2/NCF1/SLAMF8/CYBB/CD52/INSR"	8
"GO:0010952"	"BP"	"GO:0010952"	"positive regulation of peptidase activity"	"20/1074"	"170/18870"	0.00164697002935454	0.0280546001615251	0.0240818113649862	"PRSS22/FYN/PICALM/JAK2/PDCD5/CASP8AP2/TNFSF10/CTSL/TANK/ANP32B/S100A8/LAPTM5/CTSS/S100A9/IFI16/AIM2/LGALS9/ROBO1/MAPT/LYN"	20
"GO:0032479"	"BP"	"GO:0032479"	"regulation of type I interferon production"	"16/1074"	"123/18870"	0.00165091213396879	0.0280546001615251	0.0240818113649862	"TYROBP/OAS1/RELB/GAPDH/IFIH1/STAT1/NMI/IRF1/XAF1/PTPN22/HAVCR2/TANK/IRF8/HMGB2/PLCG2/MMP12"	16
"GO:0032606"	"BP"	"GO:0032606"	"type I interferon production"	"16/1074"	"123/18870"	0.00165091213396879	0.0280546001615251	0.0240818113649862	"TYROBP/OAS1/RELB/GAPDH/IFIH1/STAT1/NMI/IRF1/XAF1/PTPN22/HAVCR2/TANK/IRF8/HMGB2/PLCG2/MMP12"	16
"GO:0002361"	"BP"	"GO:0002361"	"CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation"	"4/1074"	"10/18870"	0.00166138124067289	0.0280546001615251	0.0240818113649862	"IFNG/IL2RG/LGALS9/HLA-DRA"	4
"GO:0002420"	"BP"	"GO:0002420"	"natural killer cell mediated cytotoxicity directed against tumor cell target"	"4/1074"	"10/18870"	0.00166138124067289	0.0280546001615251	0.0240818113649862	"NKG7/HAVCR2/CD226/IL12A"	4
"GO:0051081"	"BP"	"GO:0051081"	"nuclear membrane disassembly"	"4/1074"	"10/18870"	0.00166138124067289	0.0280546001615251	0.0240818113649862	"VRK1/LPIN1/PRKCA/PLK1"	4
"GO:2000425"	"BP"	"GO:2000425"	"regulation of apoptotic cell clearance"	"4/1074"	"10/18870"	0.00166138124067289	0.0280546001615251	0.0240818113649862	"CCL2/C2/C4B/C4A"	4
"GO:0001912"	"BP"	"GO:0001912"	"positive regulation of leukocyte mediated cytotoxicity"	"11/1074"	"69/18870"	0.0016844975491835	0.0282059998935342	0.0242117715057818	"TYROBP/PTPRC/KLRC1/IL21/CD226/IL12A/SH2D1A/TAP2/HLA-DRA/KLRC3/KLRK1"	11
"GO:0006564"	"BP"	"GO:0006564"	"L-serine biosynthetic process"	"3/1074"	"5/18870"	0.00168584912801421	0.0282059998935342	0.0242117715057818	"PHGDH/SERINC3/PSAT1"	3
"GO:0060369"	"BP"	"GO:0060369"	"positive regulation of Fc receptor mediated stimulatory signaling pathway"	"3/1074"	"5/18870"	0.00168584912801421	0.0282059998935342	0.0242117715057818	"PTPRC/CD226/LYN"	3
"GO:1904796"	"BP"	"GO:1904796"	"regulation of core promoter binding"	"3/1074"	"5/18870"	0.00168584912801421	0.0282059998935342	0.0242117715057818	"PAX6/FOXC1/IFNG"	3
"GO:0060759"	"BP"	"GO:0060759"	"regulation of response to cytokine stimulus"	"21/1074"	"183/18870"	0.00174662150147861	0.029155759834315	0.0250270367244702	"VRK2/PTPRC/OAS1/IKBKB/IFIH1/PADI2/TNFAIP3/ZBP1/MED1/ECM1/OTULIN/LAPTM5/ROBO1/PTPN2/SHARPIN/SIGIRR/PALM3/CASP4/CARD16/MMP12/CCL5"	21
"GO:0001959"	"BP"	"GO:0001959"	"regulation of cytokine-mediated signaling pathway"	"20/1074"	"171/18870"	0.00176793729890483	0.0294440449918292	0.0252744980585335	"VRK2/PTPRC/OAS1/IKBKB/PADI2/TNFAIP3/ZBP1/MED1/ECM1/OTULIN/LAPTM5/ROBO1/PTPN2/SHARPIN/SIGIRR/PALM3/CASP4/CARD16/MMP12/CCL5"	20
"GO:0002824"	"BP"	"GO:0002824"	"positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains"	"16/1074"	"124/18870"	0.00179775874592365	0.0298723473808957	0.0256421488994397	"SLC11A1/PTPRC/JAK2/CD40/TNFSF13B/GATA3/CD274/CCR2/SASH3/CD226/IL18/IL12A/CD28/ZP3/TAP2/HLA-DRA"	16
"GO:0002230"	"BP"	"GO:0002230"	"positive regulation of defense response to virus by host"	"7/1074"	"32/18870"	0.00182077501869379	0.0300987669142608	0.0258365053493785	"STAT1/APOBEC3F/PTPN22/ZDHHC1/AIM2/ZDHHC11/APOBEC3G"	7
"GO:0072677"	"BP"	"GO:0072677"	"eosinophil migration"	"7/1074"	"32/18870"	0.00182077501869379	0.0300987669142608	0.0258365053493785	"CCL7/CCL2/CCL8/CCL5/CCL4/CCL18/CCL3"	7
"GO:0043123"	"BP"	"GO:0043123"	"positive regulation of canonical NF-kappaB signal transduction"	"22/1074"	"196/18870"	0.00182792731191306	0.0300987669142608	0.0258365053493785	"FYN/BIRC3/HMOX1/CD40/PIM2/IKBKB/GAPDH/ECT2/TNFSF10/ECM1/GJA1/LURAP1L/RHOC/S100B/JMJD8/S100A12/LGALS9/SHARPIN/S100A13/CARD16/UBD/LTB"	22
"GO:1901991"	"BP"	"GO:1901991"	"negative regulation of mitotic cell cycle phase transition"	"22/1074"	"196/18870"	0.00182792731191306	0.0300987669142608	0.0258365053493785	"TRIP13/GTSE1/RBL1/BIRC5/EZH2/CCL2/CCND1/TTK/CDC20/CCNB1/NUF2/CTDSP1/INCENP/RPL26/MAD2L1/PLK1/BUB1/CDK1/NABP1/CRLF3/MUC1/BLM"	22
"GO:1904035"	"BP"	"GO:1904035"	"regulation of epithelial cell apoptotic process"	"15/1074"	"113/18870"	0.00185715375566375	0.0304851989323931	0.0261682150480544	"ESR1/JAK2/HMOX1/CD40/SFRP4/GATA3/CCL2/ITGA4/TNFAIP3/H19/RAMP2/IGF1R/TCF7L2/FGG/GATA2"	15
"GO:0034138"	"BP"	"GO:0034138"	"toll-like receptor 3 signaling pathway"	"6/1074"	"24/18870"	0.00185977305935457	0.0304851989323931	0.0261682150480544	"OAS1/IKBKB/TNFAIP3/PTPN22/HAVCR2/SCIMP"	6
"GO:0006694"	"BP"	"GO:0006694"	"steroid biosynthetic process"	"21/1074"	"184/18870"	0.00186873474927517	0.0305632618094936	0.0262352235054952	"DKK3/IDI1/OSBPL3/IFNG/LPCAT3/PRLR/MED1/APOE/STARD3/CGA/FDX1/IGF1R/ARMC5/LBR/TM7SF2/STARD4/CYB5R2/ACAA2/PBX1/CACNA1H/CYP21A2"	21
"GO:0045132"	"BP"	"GO:0045132"	"meiotic chromosome segregation"	"13/1074"	"91/18870"	0.00187864063041524	0.0306563823052962	0.0263151572846694	"ASPM/TRIP13/CCNE1/TTK/SMC4/ACTR3/MND1/BRIP1/ACTR2/NUF2/HORMAD1/CCNB2/PLK1"	13
"GO:0033002"	"BP"	"GO:0033002"	"muscle cell proliferation"	"26/1074"	"247/18870"	0.00188550762796034	0.0306996074190053	0.0263522613256674	"ELN/FOXC1/CALCRL/JAK2/HMOX1/MMP9/IFNG/SOD2/PDGFRB/STAT1/IGFBP5/TNFAIP3/TGFB3/SIX1/APOE/PIM1/IGF1R/TCF7L2/IL18/GJA1/PAXBP1/NDRG2/IL12A/CDK1/AIF1/CCL5"	26
"GO:0045786"	"BP"	"GO:0045786"	"negative regulation of cell cycle"	"38/1074"	"407/18870"	0.00190992014578922	0.0310276759398526	0.0266338723337853	"RUNX3/FOXC1/TRIP13/GTSE1/RBL1/BIRC5/WDR76/CDK6/EZH2/GATA3/CCL2/CCND1/TTK/CDC20/NEK2/CCNB1/BRIP1/DNA2/BRCA2/NUF2/HORMAD1/RHOB/CTDSP1/CDKN2A/INCENP/BTG3/RPL26/APBB2/MAD2L1/PLK1/CDT1/BUB1/CDK1/RAD9A/NABP1/CRLF3/MUC1/BLM"	38
"GO:0051896"	"BP"	"GO:0051896"	"regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction"	"26/1074"	"248/18870"	0.00199555173699035	0.032346604770191	0.0277660287399783	"F7/ERBB3/JAK2/TSC2/PIK3CG/GATA3/UNC5B/GCNT2/PDGFRB/IGFBP5/HCST/H19/CHI3L1/IGF1R/TCF7L2/IL18/BANK1/PIK3AP1/NCF1/AIM2/ROR2/INSR/CD28/HCLS1/CCL5/CCL3"	26
"GO:0043299"	"BP"	"GO:0043299"	"leukocyte degranulation"	"12/1074"	"81/18870"	0.00202368073734796	0.0327296631253743	0.0280948425173336	"CD84/CORO1A/NKG7/PIK3CG/CCR2/RAC2/ANXA3/LGALS9/GATA2/S100A13/LYN/CCL3"	12
"GO:0051017"	"BP"	"GO:0051017"	"actin filament bundle assembly"	"19/1074"	"161/18870"	0.00205014136664186	0.033084099482083	0.0283990874338182	"WAS/ELN/ITGB5/PFN1/PLEK/TGFB3/SORBS3/PTK2B/LCP1/LIMD2/RDX/RHOC/SHROOM1/HSP90B1/MTSS1/RHOD/EVL/CD47/AIF1"	19
"GO:0033631"	"BP"	"GO:0033631"	"cell-cell adhesion mediated by integrin"	"5/1074"	"17/18870"	0.0020597383109985	0.0331654323616086	0.028468902831337	"ITGA4/CXCL13/NPNT/CD3E/CCL5"	5
"GO:0052548"	"BP"	"GO:0052548"	"regulation of endopeptidase activity"	"29/1074"	"288/18870"	0.00210184063222462	0.0337686448594499	0.028986694904736	"FYN/PLAUR/BIRC3/CD44/PICALM/JAK2/MMP9/PDCD5/GAPDH/CASP8AP2/TNFSF10/ANP32B/S100A8/LAPTM5/S100A9/IFI16/AIM2/LGALS9/ROBO1/CST2/SIAH2/MAPT/SERPINA11/PSMB8/CARD16/SERPINB5/PSMB9/AQP1/LYN"	29
"GO:0048762"	"BP"	"GO:0048762"	"mesenchymal cell differentiation"	"27/1074"	"262/18870"	0.00211790191449152	0.0339517403825314	0.0291438624217648	"SEMA3F/PAX6/SEMA3G/SEMA3B/PHLDB1/FOXC1/FAM83D/MAPK3/HPN/EZH2/GATA3/COL1A1/GCNT2/STAT1/TGFB3/RDH10/OVOL2/SIX1/FOXA1/TBX3/SLC39A6/TCF7L2/DLG5/EOMES/LRG1/HDAC2/EMP2"	27
"GO:0050994"	"BP"	"GO:0050994"	"regulation of lipid catabolic process"	"10/1074"	"61/18870"	0.0021777679987155	0.0347182451269052	0.0298018230613069	"PIK3CG/APOC1/PDE3B/APOA2/BSCL2/MFSD2A/IRS1/HCAR2/PLIN5/APOC2"	10
"GO:0021591"	"BP"	"GO:0021591"	"ventricular system development"	"7/1074"	"33/18870"	0.0021991084093849	0.0347182451269052	0.0298018230613069	"CDK6/C12orf57/NME5/MBOAT7/ANP32B/BBS1/AQP1"	7
"GO:0034368"	"BP"	"GO:0034368"	"protein-lipid complex remodeling"	"7/1074"	"33/18870"	0.0021991084093849	0.0347182451269052	0.0298018230613069	"PCSK5/APOE/APOC1/PCSK6/PLA2G7/APOA2/APOC2"	7
"GO:0034369"	"BP"	"GO:0034369"	"plasma lipoprotein particle remodeling"	"7/1074"	"33/18870"	0.0021991084093849	0.0347182451269052	0.0298018230613069	"PCSK5/APOE/APOC1/PCSK6/PLA2G7/APOA2/APOC2"	7
"GO:0036336"	"BP"	"GO:0036336"	"dendritic cell migration"	"7/1074"	"33/18870"	0.0021991084093849	0.0347182451269052	0.0298018230613069	"PIK3CG/CCR2/SLAMF8/IL12A/LGALS9/GPR183/CCL5"	7
"GO:0038094"	"BP"	"GO:0038094"	"Fc-gamma receptor signaling pathway"	"7/1074"	"33/18870"	0.0021991084093849	0.0347182451269052	0.0298018230613069	"FYN/PTPRC/FCER1G/CLEC4E/YES1/CD47/LYN"	7
"GO:0050858"	"BP"	"GO:0050858"	"negative regulation of antigen receptor-mediated signaling pathway"	"7/1074"	"33/18870"	0.0021991084093849	0.0347182451269052	0.0298018230613069	"LPXN/GBP1/PTPN22/LAPTM5/PTPN2/SH2D1A/LILRB4"	7
"GO:0030866"	"BP"	"GO:0030866"	"cortical actin cytoskeleton organization"	"8/1074"	"42/18870"	0.00224298335029103	0.0352242969087657	0.0302362132676016	"ANLN/EPB41L1/IKBKB/ECT2/PLEK/RHOQ/LCP1/FMNL2"	8
"GO:0050850"	"BP"	"GO:0050850"	"positive regulation of calcium-mediated signaling"	"8/1074"	"42/18870"	0.00224298335029103	0.0352242969087657	0.0302362132676016	"ERBB3/P2RX5/PDGFRB/TRAT1/PLCG2/CD3E/CCL4/CCL3"	8
"GO:0000079"	"BP"	"GO:0000079"	"regulation of cyclin-dependent protein serine/threonine kinase activity"	"12/1074"	"82/18870"	0.00225052185525914	0.0352242969087657	0.0302362132676016	"PKD1/CDKN3/CCNE1/GTPBP4/CCND1/CCNB1/CCNG2/CCNA2/CDKN2A/CCNB2/PLK1/BLM"	12
"GO:0070227"	"BP"	"GO:0070227"	"lymphocyte apoptotic process"	"12/1074"	"82/18870"	0.00225052185525914	0.0352242969087657	0.0302362132676016	"EBF4/JAK3/GLI3/CD274/IDO1/IL2RA/ZC3H8/CD3G/IL7R/LGALS9/LYN/CCL5"	12
"GO:0033045"	"BP"	"GO:0033045"	"regulation of sister chromatid segregation"	"14/1074"	"104/18870"	0.00227305259598451	0.0355005939776294	0.0304733841363634	"TRIP13/BIRC5/TTK/CDC20/DLGAP5/CCNB1/NUF2/INCENP/MAD2L1/PLK1/BUB1/CDK1/UBE2C/RMI2"	14
"GO:1900182"	"BP"	"GO:1900182"	"positive regulation of protein localization to nucleus"	"13/1074"	"93/18870"	0.00229088707259249	0.0357025184460988	0.0306467142473491	"FYN/JAK2/GLI3/IFNG/ECT2/DKC1/TCF7L2/ZIC1/CCT8/PLK1/CDK1/JUP/HCLS1"	13
"GO:0043491"	"BP"	"GO:0043491"	"phosphatidylinositol 3-kinase/protein kinase B signal transduction"	"29/1074"	"290/18870"	0.00232919260722606	0.0361516203733786	0.0310322192210124	"F7/ERBB3/JAK2/CD40/TSC2/PIK3CG/GATA3/UNC5B/GCNT2/ADTRP/PDGFRB/IGFBP5/HCST/H19/CHI3L1/IGF1R/TCF7L2/IL18/BANK1/PIK3AP1/NCF1/AIM2/IRS1/ROR2/INSR/CD28/HCLS1/CCL5/CCL3"	29
"GO:0050860"	"BP"	"GO:0050860"	"negative regulation of T cell receptor signaling pathway"	"6/1074"	"25/18870"	0.00233068592854346	0.0361516203733786	0.0310322192210124	"GBP1/PTPN22/LAPTM5/PTPN2/SH2D1A/LILRB4"	6
"GO:0042742"	"BP"	"GO:0042742"	"defense response to bacterium"	"32/1074"	"330/18870"	0.0023346058773685	0.0361516203733786	0.0310322192210124	"SLC11A1/OAS1/LYZ/CCL20/GNLY/GBP1/OPTN/CXCL6/HAVCR2/ANXA3/IRF8/S100A8/PLAC8/GSDMC/IL18/GBP5/CXCL13/SLAMF8/FCER1G/GBP4/S100A9/S100A12/HMGB2/CLEC4E/IL7R/IL12A/MMRN2/SHARPIN/SLC9A9/CASP4/KLRK1/AQP1"	32
"GO:0070527"	"BP"	"GO:0070527"	"platelet aggregation"	"11/1074"	"72/18870"	0.00239055585625292	0.0369394172437553	0.0317084568261506	"CD9/JAK2/COMP/PIK3CG/HSPB1/SLC6A4/PLEK/UBASH3B/PRKCA/FGG/LYN"	11
"GO:0002066"	"BP"	"GO:0002066"	"columnar/cuboidal epithelial cell development"	"9/1074"	"52/18870"	0.0024366893630881	0.0375725109842271	0.0322518986840497	"PAX6/PRDM1/PGR/CDK6/C1GALT1/SPDEF/RARA/TYMS/GATA2"	9
"GO:0032731"	"BP"	"GO:0032731"	"positive regulation of interleukin-1 beta production"	"10/1074"	"62/18870"	0.00246681612541772	0.0378107034881796	0.0324563609439184	"TYROBP/JAK2/HSPB1/IFNG/GBP5/IFI16/AIM2/LGALS9/ORM1/CCL3"	10
"GO:0043547"	"BP"	"GO:0043547"	"positive regulation of GTPase activity"	"25/1074"	"239/18870"	0.0024829963281296	0.0378107034881796	0.0324563609439184	"PICALM/RGS11/SH3BP1/CD40/CCL17/EZH2/CCL7/CCL2/CCL8/TBC1D9/ECT2/CCL20/RALGPS2/RASGEF1B/PIP5K1A/CXCL13/AGAP1/ARHGAP25/TBC1D10C/ARHGAP11A/RGL3/CCL5/CCL4/CCL18/CCL3"	25
"GO:0002423"	"BP"	"GO:0002423"	"natural killer cell mediated immune response to tumor cell"	"4/1074"	"11/18870"	0.00249369849880822	0.0378107034881796	0.0324563609439184	"NKG7/HAVCR2/CD226/IL12A"	4
"GO:0030397"	"BP"	"GO:0030397"	"membrane disassembly"	"4/1074"	"11/18870"	0.00249369849880822	0.0378107034881796	0.0324563609439184	"VRK1/LPIN1/PRKCA/PLK1"	4
"GO:0033148"	"BP"	"GO:0033148"	"positive regulation of intracellular estrogen receptor signaling pathway"	"4/1074"	"11/18870"	0.00249369849880822	0.0378107034881796	0.0324563609439184	"MED1/FOXA1/SKP2/AR"	4
"GO:0035723"	"BP"	"GO:0035723"	"interleukin-15-mediated signaling pathway"	"4/1074"	"11/18870"	0.00249369849880822	0.0378107034881796	0.0324563609439184	"IL2RB/JAK3/IL15RA/IL2RG"	4
"GO:0071349"	"BP"	"GO:0071349"	"cellular response to interleukin-12"	"4/1074"	"11/18870"	0.00249369849880822	0.0378107034881796	0.0324563609439184	"IL12RB2/JAK2/IL12A/CD47"	4
"GO:0071350"	"BP"	"GO:0071350"	"cellular response to interleukin-15"	"4/1074"	"11/18870"	0.00249369849880822	0.0378107034881796	0.0324563609439184	"IL2RB/JAK3/IL15RA/IL2RG"	4
"GO:0045622"	"BP"	"GO:0045622"	"regulation of T-helper cell differentiation"	"8/1074"	"43/18870"	0.00262060863598956	0.0396523693403992	0.0340372300133451	"JAK3/GATA3/CD80/RARA/IRF4/IL18/BATF/HLA-DRA"	8
"GO:0002717"	"BP"	"GO:0002717"	"positive regulation of natural killer cell mediated immunity"	"7/1074"	"34/18870"	0.00263532335207093	0.0397922891211041	0.0341573358692748	"KLRC1/IL21/CD226/IL12A/SH2D1A/KLRC3/KLRK1"	7
